MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
22/03/2025 19:00:00 - 22/03/2025 20:00:00,BZN|DK2,Without sequence,28.22,,
22/03/2025 20:00:00 - 22/03/2025 21:00:00,BZN|DK2,Without sequence,25.38,,
22/03/2025 21:00:00 - 22/03/2025 22:00:00,BZN|DK2,Without sequence,23.28,,
22/03/2025 22:00:00 - 22/03/2025 23:00:00,BZN|DK2,Without sequence,23.23,,
22/03/2025 23:00:00 - 23/03/2025 00:00:00,BZN|DK2,Without sequence,22.34,,
23/03/2025 00:00:00 - 23/03/2025 01:00:00,BZN|DK2,Without sequence,3.99,,
23/03/2025 01:00:00 - 23/03/2025 02:00:00,BZN|DK2,Without sequence,5.06,,
23/03/2025 02:00:00 - 23/03/2025 03:00:00,BZN|DK2,Without sequence,3.97,,
23/03/2025 03:00:00 - 23/03/2025 04:00:00,BZN|DK2,Without sequence,5,,
23/03/2025 04:00:00 - 23/03/2025 05:00:00,BZN|DK2,Without sequence,6.58,,
23/03/2025 05:00:00 - 23/03/2025 06:00:00,BZN|DK2,Without sequence,7.54,,
23/03/2025 06:00:00 - 23/03/2025 07:00:00,BZN|DK2,Without sequence,4.68,,
23/03/2025 07:00:00 - 23/03/2025 08:00:00,BZN|DK2,Without sequence,3.97,,
23/03/2025 08:00:00 - 23/03/2025 09:00:00,BZN|DK2,Without sequence,3.91,,
23/03/2025 09:00:00 - 23/03/2025 10:00:00,BZN|DK2,Without sequence,2.3,,
23/03/2025 10:00:00 - 23/03/2025 11:00:00,BZN|DK2,Without sequence,2.26,,
23/03/2025 11:00:00 - 23/03/2025 12:00:00,BZN|DK2,Without sequence,0.36,,
23/03/2025 12:00:00 - 23/03/2025 13:00:00,BZN|DK2,Without sequence,0.45,,
23/03/2025 13:00:00 - 23/03/2025 14:00:00,BZN|DK2,Without sequence,0.02,,
23/03/2025 14:00:00 - 23/03/2025 15:00:00,BZN|DK2,Without sequence,1.99,,
23/03/2025 15:00:00 - 23/03/2025 16:00:00,BZN|DK2,Without sequence,3.06,,
23/03/2025 16:00:00 - 23/03/2025 17:00:00,BZN|DK2,Without sequence,13.06,,
23/03/2025 17:00:00 - 23/03/2025 18:00:00,BZN|DK2,Without sequence,32.68,,
23/03/2025 18:00:00 - 23/03/2025 19:00:00,BZN|DK2,Without sequence,33.11,,
23/03/2025 19:00:00 - 23/03/2025 20:00:00,BZN|DK2,Without sequence,38.95,,
23/03/2025 20:00:00 - 23/03/2025 21:00:00,BZN|DK2,Without sequence,33.17,,
23/03/2025 21:00:00 - 23/03/2025 22:00:00,BZN|DK2,Without sequence,33,,
23/03/2025 22:00:00 - 23/03/2025 23:00:00,BZN|DK2,Without sequence,32.83,,
23/03/2025 23:00:00 - 24/03/2025 00:00:00,BZN|DK2,Without sequence,32.63,,
24/03/2025 00:00:00 - 24/03/2025 01:00:00,BZN|DK2,Without sequence,110.42,,
24/03/2025 01:00:00 - 24/03/2025 02:00:00,BZN|DK2,Without sequence,107.26,,
24/03/2025 02:00:00 - 24/03/2025 03:00:00,BZN|DK2,Without sequence,101.88,,
24/03/2025 03:00:00 - 24/03/2025 04:00:00,BZN|DK2,Without sequence,98.91,,
24/03/2025 04:00:00 - 24/03/2025 05:00:00,BZN|DK2,Without sequence,101.95,,
24/03/2025 05:00:00 - 24/03/2025 06:00:00,BZN|DK2,Without sequence,119.81,,
24/03/2025 06:00:00 - 24/03/2025 07:00:00,BZN|DK2,Without sequence,141.56,,
24/03/2025 07:00:00 - 24/03/2025 08:00:00,BZN|DK2,Without sequence,164.37,,
24/03/2025 08:00:00 - 24/03/2025 09:00:00,BZN|DK2,Without sequence,161.97,,
24/03/2025 09:00:00 - 24/03/2025 10:00:00,BZN|DK2,Without sequence,135.46,,
24/03/2025 10:00:00 - 24/03/2025 11:00:00,BZN|DK2,Without sequence,111.22,,
24/03/2025 11:00:00 - 24/03/2025 12:00:00,BZN|DK2,Without sequence,107.42,,
24/03/2025 12:00:00 - 24/03/2025 13:00:00,BZN|DK2,Without sequence,100.79,,
24/03/2025 13:00:00 - 24/03/2025 14:00:00,BZN|DK2,Without sequence,100.92,,
24/03/2025 14:00:00 - 24/03/2025 15:00:00,BZN|DK2,Without sequence,106.62,,
24/03/2025 15:00:00 - 24/03/2025 16:00:00,BZN|DK2,Without sequence,115.91,,
24/03/2025 16:00:00 - 24/03/2025 17:00:00,BZN|DK2,Without sequence,131.02,,
24/03/2025 17:00:00 - 24/03/2025 18:00:00,BZN|DK2,Without sequence,154.24,,
24/03/2025 18:00:00 - 24/03/2025 19:00:00,BZN|DK2,Without sequence,212.11,,
24/03/2025 19:00:00 - 24/03/2025 20:00:00,BZN|DK2,Without sequence,193.11,,
24/03/2025 20:00:00 - 24/03/2025 21:00:00,BZN|DK2,Without sequence,161.92,,
24/03/2025 21:00:00 - 24/03/2025 22:00:00,BZN|DK2,Without sequence,138.55,,
24/03/2025 22:00:00 - 24/03/2025 23:00:00,BZN|DK2,Without sequence,125.55,,
24/03/2025 23:00:00 - 25/03/2025 00:00:00,BZN|DK2,Without sequence,115.12,,
25/03/2025 00:00:00 - 25/03/2025 01:00:00,BZN|DK2,Without sequence,100.61,,
25/03/2025 01:00:00 - 25/03/2025 02:00:00,BZN|DK2,Without sequence,99.98,,
25/03/2025 02:00:00 - 25/03/2025 03:00:00,BZN|DK2,Without sequence,99.9,,
25/03/2025 03:00:00 - 25/03/2025 04:00:00,BZN|DK2,Without sequence,96.38,,
25/03/2025 04:00:00 - 25/03/2025 05:00:00,BZN|DK2,Without sequence,98.01,,
25/03/2025 05:00:00 - 25/03/2025 06:00:00,BZN|DK2,Without sequence,99.92,,
25/03/2025 06:00:00 - 25/03/2025 07:00:00,BZN|DK2,Without sequence,134.09,,
25/03/2025 07:00:00 - 25/03/2025 08:00:00,BZN|DK2,Without sequence,142.17,,
25/03/2025 08:00:00 - 25/03/2025 09:00:00,BZN|DK2,Without sequence,133.44,,
25/03/2025 09:00:00 - 25/03/2025 10:00:00,BZN|DK2,Without sequence,106.44,,
25/03/2025 10:00:00 - 25/03/2025 11:00:00,BZN|DK2,Without sequence,92.03,,
25/03/2025 11:00:00 - 25/03/2025 12:00:00,BZN|DK2,Without sequence,78.78,,
25/03/2025 12:00:00 - 25/03/2025 13:00:00,BZN|DK2,Without sequence,68.44,,
25/03/2025 13:00:00 - 25/03/2025 14:00:00,BZN|DK2,Without sequence,68.27,,
25/03/2025 14:00:00 - 25/03/2025 15:00:00,BZN|DK2,Without sequence,77.44,,
25/03/2025 15:00:00 - 25/03/2025 16:00:00,BZN|DK2,Without sequence,88.84,,
25/03/2025 16:00:00 - 25/03/2025 17:00:00,BZN|DK2,Without sequence,101.56,,
25/03/2025 17:00:00 - 25/03/2025 18:00:00,BZN|DK2,Without sequence,128.28,,
25/03/2025 18:00:00 - 25/03/2025 19:00:00,BZN|DK2,Without sequence,137.32,,
25/03/2025 19:00:00 - 25/03/2025 20:00:00,BZN|DK2,Without sequence,121.39,,
25/03/2025 20:00:00 - 25/03/2025 21:00:00,BZN|DK2,Without sequence,97.05,,
25/03/2025 21:00:00 - 25/03/2025 22:00:00,BZN|DK2,Without sequence,87.13,,
25/03/2025 22:00:00 - 25/03/2025 23:00:00,BZN|DK2,Without sequence,63.97,,
25/03/2025 23:00:00 - 26/03/2025 00:00:00,BZN|DK2,Without sequence,56,,
26/03/2025 00:00:00 - 26/03/2025 01:00:00,BZN|DK2,Without sequence,67.1,,
26/03/2025 01:00:00 - 26/03/2025 02:00:00,BZN|DK2,Without sequence,63.75,,
26/03/2025 02:00:00 - 26/03/2025 03:00:00,BZN|DK2,Without sequence,64.36,,
26/03/2025 03:00:00 - 26/03/2025 04:00:00,BZN|DK2,Without sequence,65.95,,
26/03/2025 04:00:00 - 26/03/2025 05:00:00,BZN|DK2,Without sequence,70.01,,
26/03/2025 05:00:00 - 26/03/2025 06:00:00,BZN|DK2,Without sequence,91.38,,
26/03/2025 06:00:00 - 26/03/2025 07:00:00,BZN|DK2,Without sequence,119.53,,
26/03/2025 07:00:00 - 26/03/2025 08:00:00,BZN|DK2,Without sequence,137.75,,
26/03/2025 08:00:00 - 26/03/2025 09:00:00,BZN|DK2,Without sequence,134.08,,
26/03/2025 09:00:00 - 26/03/2025 10:00:00,BZN|DK2,Without sequence,109.35,,
26/03/2025 10:00:00 - 26/03/2025 11:00:00,BZN|DK2,Without sequence,97.32,,
26/03/2025 11:00:00 - 26/03/2025 12:00:00,BZN|DK2,Without sequence,94.87,,
26/03/2025 12:00:00 - 26/03/2025 13:00:00,BZN|DK2,Without sequence,91.19,,
26/03/2025 13:00:00 - 26/03/2025 14:00:00,BZN|DK2,Without sequence,83.26,,
26/03/2025 14:00:00 - 26/03/2025 15:00:00,BZN|DK2,Without sequence,88.91,,
26/03/2025 15:00:00 - 26/03/2025 16:00:00,BZN|DK2,Without sequence,91.18,,
26/03/2025 16:00:00 - 26/03/2025 17:00:00,BZN|DK2,Without sequence,100.29,,
26/03/2025 17:00:00 - 26/03/2025 18:00:00,BZN|DK2,Without sequence,135.26,,
26/03/2025 18:00:00 - 26/03/2025 19:00:00,BZN|DK2,Without sequence,162.12,,
26/03/2025 19:00:00 - 26/03/2025 20:00:00,BZN|DK2,Without sequence,169.65,,
26/03/2025 20:00:00 - 26/03/2025 21:00:00,BZN|DK2,Without sequence,153.38,,
26/03/2025 21:00:00 - 26/03/2025 22:00:00,BZN|DK2,Without sequence,129.49,,
26/03/2025 22:00:00 - 26/03/2025 23:00:00,BZN|DK2,Without sequence,117.51,,
26/03/2025 23:00:00 - 27/03/2025 00:00:00,BZN|DK2,Without sequence,106.89,,
27/03/2025 00:00:00 - 27/03/2025 01:00:00,BZN|DK2,Without sequence,103.91,,
27/03/2025 01:00:00 - 27/03/2025 02:00:00,BZN|DK2,Without sequence,98.98,,
27/03/2025 02:00:00 - 27/03/2025 03:00:00,BZN|DK2,Without sequence,96.59,,
27/03/2025 03:00:00 - 27/03/2025 04:00:00,BZN|DK2,Without sequence,95.81,,
27/03/2025 04:00:00 - 27/03/2025 05:00:00,BZN|DK2,Without sequence,92.13,,
27/03/2025 05:00:00 - 27/03/2025 06:00:00,BZN|DK2,Without sequence,100.53,,
27/03/2025 06:00:00 - 27/03/2025 07:00:00,BZN|DK2,Without sequence,120.42,,
27/03/2025 07:00:00 - 27/03/2025 08:00:00,BZN|DK2,Without sequence,140.01,,
27/03/2025 08:00:00 - 27/03/2025 09:00:00,BZN|DK2,Without sequence,123.5,,
27/03/2025 09:00:00 - 27/03/2025 10:00:00,BZN|DK2,Without sequence,89.92,,
27/03/2025 10:00:00 - 27/03/2025 11:00:00,BZN|DK2,Without sequence,70.79,,
27/03/2025 11:00:00 - 27/03/2025 12:00:00,BZN|DK2,Without sequence,44.11,,
27/03/2025 12:00:00 - 27/03/2025 13:00:00,BZN|DK2,Without sequence,26.11,,
27/03/2025 13:00:00 - 27/03/2025 14:00:00,BZN|DK2,Without sequence,6.67,,
27/03/2025 14:00:00 - 27/03/2025 15:00:00,BZN|DK2,Without sequence,32,,
27/03/2025 15:00:00 - 27/03/2025 16:00:00,BZN|DK2,Without sequence,67.1,,
27/03/2025 16:00:00 - 27/03/2025 17:00:00,BZN|DK2,Without sequence,87.07,,
27/03/2025 17:00:00 - 27/03/2025 18:00:00,BZN|DK2,Without sequence,116.05,,
27/03/2025 18:00:00 - 27/03/2025 19:00:00,BZN|DK2,Without sequence,125.63,,
27/03/2025 19:00:00 - 27/03/2025 20:00:00,BZN|DK2,Without sequence,140.5,,
27/03/2025 20:00:00 - 27/03/2025 21:00:00,BZN|DK2,Without sequence,140.69,,
27/03/2025 21:00:00 - 27/03/2025 22:00:00,BZN|DK2,Without sequence,99.97,,
27/03/2025 22:00:00 - 27/03/2025 23:00:00,BZN|DK2,Without sequence,90.4,,
27/03/2025 23:00:00 - 28/03/2025 00:00:00,BZN|DK2,Without sequence,81.12,,
28/03/2025 00:00:00 - 28/03/2025 01:00:00,BZN|DK2,Without sequence,85.19,,
28/03/2025 01:00:00 - 28/03/2025 02:00:00,BZN|DK2,Without sequence,78.29,,
28/03/2025 02:00:00 - 28/03/2025 03:00:00,BZN|DK2,Without sequence,68.78,,
28/03/2025 03:00:00 - 28/03/2025 04:00:00,BZN|DK2,Without sequence,64.87,,
28/03/2025 04:00:00 - 28/03/2025 05:00:00,BZN|DK2,Without sequence,53.59,,
28/03/2025 05:00:00 - 28/03/2025 06:00:00,BZN|DK2,Without sequence,59.81,,
28/03/2025 06:00:00 - 28/03/2025 07:00:00,BZN|DK2,Without sequence,85.26,,
28/03/2025 07:00:00 - 28/03/2025 08:00:00,BZN|DK2,Without sequence,84.1,,
28/03/2025 08:00:00 - 28/03/2025 09:00:00,BZN|DK2,Without sequence,64.69,,
28/03/2025 09:00:00 - 28/03/2025 10:00:00,BZN|DK2,Without sequence,34.98,,
28/03/2025 10:00:00 - 28/03/2025 11:00:00,BZN|DK2,Without sequence,20.46,,
28/03/2025 11:00:00 - 28/03/2025 12:00:00,BZN|DK2,Without sequence,1.68,,
28/03/2025 12:00:00 - 28/03/2025 13:00:00,BZN|DK2,Without sequence,-0.01,,
28/03/2025 13:00:00 - 28/03/2025 14:00:00,BZN|DK2,Without sequence,-0.03,,
28/03/2025 14:00:00 - 28/03/2025 15:00:00,BZN|DK2,Without sequence,14.48,,
28/03/2025 15:00:00 - 28/03/2025 16:00:00,BZN|DK2,Without sequence,70.06,,
28/03/2025 16:00:00 - 28/03/2025 17:00:00,BZN|DK2,Without sequence,104.14,,
28/03/2025 17:00:00 - 28/03/2025 18:00:00,BZN|DK2,Without sequence,132,,
28/03/2025 18:00:00 - 28/03/2025 19:00:00,BZN|DK2,Without sequence,165.99,,
28/03/2025 19:00:00 - 28/03/2025 20:00:00,BZN|DK2,Without sequence,165.91,,
28/03/2025 20:00:00 - 28/03/2025 21:00:00,BZN|DK2,Without sequence,148.03,,
28/03/2025 21:00:00 - 28/03/2025 22:00:00,BZN|DK2,Without sequence,124.56,,
28/03/2025 22:00:00 - 28/03/2025 23:00:00,BZN|DK2,Without sequence,117.94,,
28/03/2025 23:00:00 - 29/03/2025 00:00:00,BZN|DK2,Without sequence,110.12,,
29/03/2025 00:00:00 - 29/03/2025 01:00:00,BZN|DK2,Without sequence,113.62,,
29/03/2025 01:00:00 - 29/03/2025 02:00:00,BZN|DK2,Without sequence,103.91,,
29/03/2025 02:00:00 - 29/03/2025 03:00:00,BZN|DK2,Without sequence,96.54,,
29/03/2025 03:00:00 - 29/03/2025 04:00:00,BZN|DK2,Without sequence,96.22,,
29/03/2025 04:00:00 - 29/03/2025 05:00:00,BZN|DK2,Without sequence,96.5,,
29/03/2025 05:00:00 - 29/03/2025 06:00:00,BZN|DK2,Without sequence,92.74,,
29/03/2025 06:00:00 - 29/03/2025 07:00:00,BZN|DK2,Without sequence,96.73,,
29/03/2025 07:00:00 - 29/03/2025 08:00:00,BZN|DK2,Without sequence,98.44,,
29/03/2025 08:00:00 - 29/03/2025 09:00:00,BZN|DK2,Without sequence,91.86,,
29/03/2025 09:00:00 - 29/03/2025 10:00:00,BZN|DK2,Without sequence,76.14,,
29/03/2025 10:00:00 - 29/03/2025 11:00:00,BZN|DK2,Without sequence,65.67,,
29/03/2025 11:00:00 - 29/03/2025 12:00:00,BZN|DK2,Without sequence,65.34,,
29/03/2025 12:00:00 - 29/03/2025 13:00:00,BZN|DK2,Without sequence,65.33,,
29/03/2025 13:00:00 - 29/03/2025 14:00:00,BZN|DK2,Without sequence,2.06,,
29/03/2025 14:00:00 - 29/03/2025 15:00:00,BZN|DK2,Without sequence,3.94,,
29/03/2025 15:00:00 - 29/03/2025 16:00:00,BZN|DK2,Without sequence,25.27,,
29/03/2025 16:00:00 - 29/03/2025 17:00:00,BZN|DK2,Without sequence,56.37,,
29/03/2025 17:00:00 - 29/03/2025 18:00:00,BZN|DK2,Without sequence,100.1,,
29/03/2025 18:00:00 - 29/03/2025 19:00:00,BZN|DK2,Without sequence,146.91,,
29/03/2025 19:00:00 - 29/03/2025 20:00:00,BZN|DK2,Without sequence,152.23,,
29/03/2025 20:00:00 - 29/03/2025 21:00:00,BZN|DK2,Without sequence,121.07,,
29/03/2025 21:00:00 - 29/03/2025 22:00:00,BZN|DK2,Without sequence,97.92,,
29/03/2025 22:00:00 - 29/03/2025 23:00:00,BZN|DK2,Without sequence,76.65,,
29/03/2025 23:00:00 - 30/03/2025 00:00:00,BZN|DK2,Without sequence,43.26,,
30/03/2025 00:00:00 - 30/03/2025 01:00:00 ,BZN|DK2,Without sequence,46.31,,
30/03/2025 01:00:00 - 30/03/2025 03:00:00 ,BZN|DK2,Without sequence,7.47,,
30/03/2025 03:00:00 - 30/03/2025 04:00:00,BZN|DK2,Without sequence,4.34,,
30/03/2025 04:00:00 - 30/03/2025 05:00:00,BZN|DK2,Without sequence,4.01,,
30/03/2025 05:00:00 - 30/03/2025 06:00:00,BZN|DK2,Without sequence,3.01,,
30/03/2025 06:00:00 - 30/03/2025 07:00:00,BZN|DK2,Without sequence,3.49,,
30/03/2025 07:00:00 - 30/03/2025 08:00:00,BZN|DK2,Without sequence,3.31,,
30/03/2025 08:00:00 - 30/03/2025 09:00:00,BZN|DK2,Without sequence,3.65,,
30/03/2025 09:00:00 - 30/03/2025 10:00:00,BZN|DK2,Without sequence,3.9,,
30/03/2025 10:00:00 - 30/03/2025 11:00:00,BZN|DK2,Without sequence,3.59,,
30/03/2025 11:00:00 - 30/03/2025 12:00:00,BZN|DK2,Without sequence,3.8,,
30/03/2025 12:00:00 - 30/03/2025 13:00:00,BZN|DK2,Without sequence,1.64,,
30/03/2025 13:00:00 - 30/03/2025 14:00:00,BZN|DK2,Without sequence,4.64,,
30/03/2025 14:00:00 - 30/03/2025 15:00:00,BZN|DK2,Without sequence,3.98,,
30/03/2025 15:00:00 - 30/03/2025 16:00:00,BZN|DK2,Without sequence,4.05,,
30/03/2025 16:00:00 - 30/03/2025 17:00:00,BZN|DK2,Without sequence,7.29,,
30/03/2025 17:00:00 - 30/03/2025 18:00:00,BZN|DK2,Without sequence,14.79,,
30/03/2025 18:00:00 - 30/03/2025 19:00:00,BZN|DK2,Without sequence,28.96,,
30/03/2025 19:00:00 - 30/03/2025 20:00:00,BZN|DK2,Without sequence,45.06,,
30/03/2025 20:00:00 - 30/03/2025 21:00:00,BZN|DK2,Without sequence,56.09,,
30/03/2025 21:00:00 - 30/03/2025 22:00:00,BZN|DK2,Without sequence,48.07,,
30/03/2025 22:00:00 - 30/03/2025 23:00:00,BZN|DK2,Without sequence,55.6,,
30/03/2025 23:00:00 - 31/03/2025 00:00:00,BZN|DK2,Without sequence,53.45,,
31/03/2025 00:00:00 - 31/03/2025 01:00:00,BZN|DK2,Without sequence,54.73,,
31/03/2025 01:00:00 - 31/03/2025 02:00:00,BZN|DK2,Without sequence,53.87,,
31/03/2025 02:00:00 - 31/03/2025 03:00:00,BZN|DK2,Without sequence,53.33,,
31/03/2025 03:00:00 - 31/03/2025 04:00:00,BZN|DK2,Without sequence,51.93,,
31/03/2025 04:00:00 - 31/03/2025 05:00:00,BZN|DK2,Without sequence,52.34,,
31/03/2025 05:00:00 - 31/03/2025 06:00:00,BZN|DK2,Without sequence,53.57,,
31/03/2025 06:00:00 - 31/03/2025 07:00:00,BZN|DK2,Without sequence,121.67,,
31/03/2025 07:00:00 - 31/03/2025 08:00:00,BZN|DK2,Without sequence,143.63,,
31/03/2025 08:00:00 - 31/03/2025 09:00:00,BZN|DK2,Without sequence,174.34,,
31/03/2025 09:00:00 - 31/03/2025 10:00:00,BZN|DK2,Without sequence,133.23,,
31/03/2025 10:00:00 - 31/03/2025 11:00:00,BZN|DK2,Without sequence,110.32,,
31/03/2025 11:00:00 - 31/03/2025 12:00:00,BZN|DK2,Without sequence,99.08,,
31/03/2025 12:00:00 - 31/03/2025 13:00:00,BZN|DK2,Without sequence,83.57,,
31/03/2025 13:00:00 - 31/03/2025 14:00:00,BZN|DK2,Without sequence,74.12,,
31/03/2025 14:00:00 - 31/03/2025 15:00:00,BZN|DK2,Without sequence,73.6,,
31/03/2025 15:00:00 - 31/03/2025 16:00:00,BZN|DK2,Without sequence,69.56,,
31/03/2025 16:00:00 - 31/03/2025 17:00:00,BZN|DK2,Without sequence,76.26,,
31/03/2025 17:00:00 - 31/03/2025 18:00:00,BZN|DK2,Without sequence,100.88,,
31/03/2025 18:00:00 - 31/03/2025 19:00:00,BZN|DK2,Without sequence,131.64,,
31/03/2025 19:00:00 - 31/03/2025 20:00:00,BZN|DK2,Without sequence,184.06,,
31/03/2025 20:00:00 - 31/03/2025 21:00:00,BZN|DK2,Without sequence,172.82,,
31/03/2025 21:00:00 - 31/03/2025 22:00:00,BZN|DK2,Without sequence,135.1,,
31/03/2025 22:00:00 - 31/03/2025 23:00:00,BZN|DK2,Without sequence,115.3,,
31/03/2025 23:00:00 - 01/04/2025 00:00:00,BZN|DK2,Without sequence,102.38,,
01/04/2025 00:00:00 - 01/04/2025 01:00:00,BZN|DK2,Without sequence,101.56,,
01/04/2025 01:00:00 - 01/04/2025 02:00:00,BZN|DK2,Without sequence,95.02,,
01/04/2025 02:00:00 - 01/04/2025 03:00:00,BZN|DK2,Without sequence,92.91,,
01/04/2025 03:00:00 - 01/04/2025 04:00:00,BZN|DK2,Without sequence,93.5,,
01/04/2025 04:00:00 - 01/04/2025 05:00:00,BZN|DK2,Without sequence,91.43,,
01/04/2025 05:00:00 - 01/04/2025 06:00:00,BZN|DK2,Without sequence,100.72,,
01/04/2025 06:00:00 - 01/04/2025 07:00:00,BZN|DK2,Without sequence,129.47,,
01/04/2025 07:00:00 - 01/04/2025 08:00:00,BZN|DK2,Without sequence,179.99,,
01/04/2025 08:00:00 - 01/04/2025 09:00:00,BZN|DK2,Without sequence,159.38,,
01/04/2025 09:00:00 - 01/04/2025 10:00:00,BZN|DK2,Without sequence,108.47,,
01/04/2025 10:00:00 - 01/04/2025 11:00:00,BZN|DK2,Without sequence,86.17,,
01/04/2025 11:00:00 - 01/04/2025 12:00:00,BZN|DK2,Without sequence,68.74,,
01/04/2025 12:00:00 - 01/04/2025 13:00:00,BZN|DK2,Without sequence,42.94,,
01/04/2025 13:00:00 - 01/04/2025 14:00:00,BZN|DK2,Without sequence,23.17,,
01/04/2025 14:00:00 - 01/04/2025 15:00:00,BZN|DK2,Without sequence,10.99,,
01/04/2025 15:00:00 - 01/04/2025 16:00:00,BZN|DK2,Without sequence,34.58,,
01/04/2025 16:00:00 - 01/04/2025 17:00:00,BZN|DK2,Without sequence,57.33,,
01/04/2025 17:00:00 - 01/04/2025 18:00:00,BZN|DK2,Without sequence,82.8,,
01/04/2025 18:00:00 - 01/04/2025 19:00:00,BZN|DK2,Without sequence,122.38,,
01/04/2025 19:00:00 - 01/04/2025 20:00:00,BZN|DK2,Without sequence,155.73,,
01/04/2025 20:00:00 - 01/04/2025 21:00:00,BZN|DK2,Without sequence,138.01,,
01/04/2025 21:00:00 - 01/04/2025 22:00:00,BZN|DK2,Without sequence,110.91,,
01/04/2025 22:00:00 - 01/04/2025 23:00:00,BZN|DK2,Without sequence,95.65,,
01/04/2025 23:00:00 - 02/04/2025 00:00:00,BZN|DK2,Without sequence,79.45,,
02/04/2025 00:00:00 - 02/04/2025 01:00:00,BZN|DK2,Without sequence,68.07,,
02/04/2025 01:00:00 - 02/04/2025 02:00:00,BZN|DK2,Without sequence,66.94,,
02/04/2025 02:00:00 - 02/04/2025 03:00:00,BZN|DK2,Without sequence,66.81,,
02/04/2025 03:00:00 - 02/04/2025 04:00:00,BZN|DK2,Without sequence,67.97,,
02/04/2025 04:00:00 - 02/04/2025 05:00:00,BZN|DK2,Without sequence,68.91,,
02/04/2025 05:00:00 - 02/04/2025 06:00:00,BZN|DK2,Without sequence,82.18,,
02/04/2025 06:00:00 - 02/04/2025 07:00:00,BZN|DK2,Without sequence,113.05,,
02/04/2025 07:00:00 - 02/04/2025 08:00:00,BZN|DK2,Without sequence,151.11,,
02/04/2025 08:00:00 - 02/04/2025 09:00:00,BZN|DK2,Without sequence,124.71,,
02/04/2025 09:00:00 - 02/04/2025 10:00:00,BZN|DK2,Without sequence,81.92,,
02/04/2025 10:00:00 - 02/04/2025 11:00:00,BZN|DK2,Without sequence,48.2,,
02/04/2025 11:00:00 - 02/04/2025 12:00:00,BZN|DK2,Without sequence,0.18,,
02/04/2025 12:00:00 - 02/04/2025 13:00:00,BZN|DK2,Without sequence,-2.11,,
02/04/2025 13:00:00 - 02/04/2025 14:00:00,BZN|DK2,Without sequence,-2.18,,
02/04/2025 14:00:00 - 02/04/2025 15:00:00,BZN|DK2,Without sequence,-1.64,,
02/04/2025 15:00:00 - 02/04/2025 16:00:00,BZN|DK2,Without sequence,-1.38,,
02/04/2025 16:00:00 - 02/04/2025 17:00:00,BZN|DK2,Without sequence,-0.03,,
02/04/2025 17:00:00 - 02/04/2025 18:00:00,BZN|DK2,Without sequence,35.81,,
02/04/2025 18:00:00 - 02/04/2025 19:00:00,BZN|DK2,Without sequence,67.96,,
02/04/2025 19:00:00 - 02/04/2025 20:00:00,BZN|DK2,Without sequence,124.05,,
02/04/2025 20:00:00 - 02/04/2025 21:00:00,BZN|DK2,Without sequence,114,,
02/04/2025 21:00:00 - 02/04/2025 22:00:00,BZN|DK2,Without sequence,96.08,,
02/04/2025 22:00:00 - 02/04/2025 23:00:00,BZN|DK2,Without sequence,82.64,,
02/04/2025 23:00:00 - 03/04/2025 00:00:00,BZN|DK2,Without sequence,71.43,,
03/04/2025 00:00:00 - 03/04/2025 01:00:00,BZN|DK2,Without sequence,67.01,,
03/04/2025 01:00:00 - 03/04/2025 02:00:00,BZN|DK2,Without sequence,67.01,,
03/04/2025 02:00:00 - 03/04/2025 03:00:00,BZN|DK2,Without sequence,67.01,,
03/04/2025 03:00:00 - 03/04/2025 04:00:00,BZN|DK2,Without sequence,68.96,,
03/04/2025 04:00:00 - 03/04/2025 05:00:00,BZN|DK2,Without sequence,71.01,,
03/04/2025 05:00:00 - 03/04/2025 06:00:00,BZN|DK2,Without sequence,86.22,,
03/04/2025 06:00:00 - 03/04/2025 07:00:00,BZN|DK2,Without sequence,129.72,,
03/04/2025 07:00:00 - 03/04/2025 08:00:00,BZN|DK2,Without sequence,162.79,,
03/04/2025 08:00:00 - 03/04/2025 09:00:00,BZN|DK2,Without sequence,133.3,,
03/04/2025 09:00:00 - 03/04/2025 10:00:00,BZN|DK2,Without sequence,78.88,,
03/04/2025 10:00:00 - 03/04/2025 11:00:00,BZN|DK2,Without sequence,40.63,,
03/04/2025 11:00:00 - 03/04/2025 12:00:00,BZN|DK2,Without sequence,-0.1,,
03/04/2025 12:00:00 - 03/04/2025 13:00:00,BZN|DK2,Without sequence,-1.19,,
03/04/2025 13:00:00 - 03/04/2025 14:00:00,BZN|DK2,Without sequence,-8.39,,
03/04/2025 14:00:00 - 03/04/2025 15:00:00,BZN|DK2,Without sequence,-5.56,,
03/04/2025 15:00:00 - 03/04/2025 16:00:00,BZN|DK2,Without sequence,-0.27,,
03/04/2025 16:00:00 - 03/04/2025 17:00:00,BZN|DK2,Without sequence,20.76,,
03/04/2025 17:00:00 - 03/04/2025 18:00:00,BZN|DK2,Without sequence,75,,
03/04/2025 18:00:00 - 03/04/2025 19:00:00,BZN|DK2,Without sequence,133.02,,
03/04/2025 19:00:00 - 03/04/2025 20:00:00,BZN|DK2,Without sequence,163.49,,
03/04/2025 20:00:00 - 03/04/2025 21:00:00,BZN|DK2,Without sequence,155.89,,
03/04/2025 21:00:00 - 03/04/2025 22:00:00,BZN|DK2,Without sequence,137.03,,
