MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
03/04/2025 22:00:00 - 03/04/2025 23:00:00,BZN|DK2,Without sequence,113.21,,
03/04/2025 23:00:00 - 04/04/2025 00:00:00,BZN|DK2,Without sequence,104.59,,
04/04/2025 00:00:00 - 04/04/2025 01:00:00,BZN|DK2,Without sequence,108.33,,
04/04/2025 01:00:00 - 04/04/2025 02:00:00,BZN|DK2,Without sequence,103.01,,
04/04/2025 02:00:00 - 04/04/2025 03:00:00,BZN|DK2,Without sequence,102.87,,
04/04/2025 03:00:00 - 04/04/2025 04:00:00,BZN|DK2,Without sequence,103.6,,
04/04/2025 04:00:00 - 04/04/2025 05:00:00,BZN|DK2,Without sequence,100.3,,
04/04/2025 05:00:00 - 04/04/2025 06:00:00,BZN|DK2,Without sequence,105.37,,
04/04/2025 06:00:00 - 04/04/2025 07:00:00,BZN|DK2,Without sequence,152.68,,
04/04/2025 07:00:00 - 04/04/2025 08:00:00,BZN|DK2,Without sequence,180.16,,
04/04/2025 08:00:00 - 04/04/2025 09:00:00,BZN|DK2,Without sequence,139.41,,
04/04/2025 09:00:00 - 04/04/2025 10:00:00,BZN|DK2,Without sequence,95.68,,
04/04/2025 10:00:00 - 04/04/2025 11:00:00,BZN|DK2,Without sequence,58.24,,
04/04/2025 11:00:00 - 04/04/2025 12:00:00,BZN|DK2,Without sequence,14.55,,
04/04/2025 12:00:00 - 04/04/2025 13:00:00,BZN|DK2,Without sequence,0.02,,
04/04/2025 13:00:00 - 04/04/2025 14:00:00,BZN|DK2,Without sequence,-1.31,,
04/04/2025 14:00:00 - 04/04/2025 15:00:00,BZN|DK2,Without sequence,-1.15,,
04/04/2025 15:00:00 - 04/04/2025 16:00:00,BZN|DK2,Without sequence,1.61,,
04/04/2025 16:00:00 - 04/04/2025 17:00:00,BZN|DK2,Without sequence,33.22,,
04/04/2025 17:00:00 - 04/04/2025 18:00:00,BZN|DK2,Without sequence,70.5,,
04/04/2025 18:00:00 - 04/04/2025 19:00:00,BZN|DK2,Without sequence,111.03,,
04/04/2025 19:00:00 - 04/04/2025 20:00:00,BZN|DK2,Without sequence,132.99,,
04/04/2025 20:00:00 - 04/04/2025 21:00:00,BZN|DK2,Without sequence,137.92,,
04/04/2025 21:00:00 - 04/04/2025 22:00:00,BZN|DK2,Without sequence,111.14,,
04/04/2025 22:00:00 - 04/04/2025 23:00:00,BZN|DK2,Without sequence,98.1,,
04/04/2025 23:00:00 - 05/04/2025 00:00:00,BZN|DK2,Without sequence,91.06,,
05/04/2025 00:00:00 - 05/04/2025 01:00:00,BZN|DK2,Without sequence,99.2,,
05/04/2025 01:00:00 - 05/04/2025 02:00:00,BZN|DK2,Without sequence,94.27,,
05/04/2025 02:00:00 - 05/04/2025 03:00:00,BZN|DK2,Without sequence,92.42,,
05/04/2025 03:00:00 - 05/04/2025 04:00:00,BZN|DK2,Without sequence,92.15,,
05/04/2025 04:00:00 - 05/04/2025 05:00:00,BZN|DK2,Without sequence,90.37,,
05/04/2025 05:00:00 - 05/04/2025 06:00:00,BZN|DK2,Without sequence,89.3,,
05/04/2025 06:00:00 - 05/04/2025 07:00:00,BZN|DK2,Without sequence,92.48,,
05/04/2025 07:00:00 - 05/04/2025 08:00:00,BZN|DK2,Without sequence,98.6,,
05/04/2025 08:00:00 - 05/04/2025 09:00:00,BZN|DK2,Without sequence,90.26,,
05/04/2025 09:00:00 - 05/04/2025 10:00:00,BZN|DK2,Without sequence,4.68,,
05/04/2025 10:00:00 - 05/04/2025 11:00:00,BZN|DK2,Without sequence,0.43,,
05/04/2025 11:00:00 - 05/04/2025 12:00:00,BZN|DK2,Without sequence,-1.32,,
05/04/2025 12:00:00 - 05/04/2025 13:00:00,BZN|DK2,Without sequence,-4.35,,
05/04/2025 13:00:00 - 05/04/2025 14:00:00,BZN|DK2,Without sequence,-6.32,,
05/04/2025 14:00:00 - 05/04/2025 15:00:00,BZN|DK2,Without sequence,-5.92,,
05/04/2025 15:00:00 - 05/04/2025 16:00:00,BZN|DK2,Without sequence,-5.31,,
05/04/2025 16:00:00 - 05/04/2025 17:00:00,BZN|DK2,Without sequence,-1.37,,
05/04/2025 17:00:00 - 05/04/2025 18:00:00,BZN|DK2,Without sequence,3.95,,
05/04/2025 18:00:00 - 05/04/2025 19:00:00,BZN|DK2,Without sequence,53.68,,
05/04/2025 19:00:00 - 05/04/2025 20:00:00,BZN|DK2,Without sequence,98.94,,
05/04/2025 20:00:00 - 05/04/2025 21:00:00,BZN|DK2,Without sequence,98.91,,
05/04/2025 21:00:00 - 05/04/2025 22:00:00,BZN|DK2,Without sequence,84.26,,
05/04/2025 22:00:00 - 05/04/2025 23:00:00,BZN|DK2,Without sequence,79,,
05/04/2025 23:00:00 - 06/04/2025 00:00:00,BZN|DK2,Without sequence,68.75,,
06/04/2025 00:00:00 - 06/04/2025 01:00:00,BZN|DK2,Without sequence,70.47,,
06/04/2025 01:00:00 - 06/04/2025 02:00:00,BZN|DK2,Without sequence,61.01,,
06/04/2025 02:00:00 - 06/04/2025 03:00:00,BZN|DK2,Without sequence,62.73,,
06/04/2025 03:00:00 - 06/04/2025 04:00:00,BZN|DK2,Without sequence,68.29,,
06/04/2025 04:00:00 - 06/04/2025 05:00:00,BZN|DK2,Without sequence,69.96,,
06/04/2025 05:00:00 - 06/04/2025 06:00:00,BZN|DK2,Without sequence,77.44,,
06/04/2025 06:00:00 - 06/04/2025 07:00:00,BZN|DK2,Without sequence,76.54,,
06/04/2025 07:00:00 - 06/04/2025 08:00:00,BZN|DK2,Without sequence,69.6,,
06/04/2025 08:00:00 - 06/04/2025 09:00:00,BZN|DK2,Without sequence,43.04,,
06/04/2025 09:00:00 - 06/04/2025 10:00:00,BZN|DK2,Without sequence,3.8,,
06/04/2025 10:00:00 - 06/04/2025 11:00:00,BZN|DK2,Without sequence,0.15,,
06/04/2025 11:00:00 - 06/04/2025 12:00:00,BZN|DK2,Without sequence,-4.67,,
06/04/2025 12:00:00 - 06/04/2025 13:00:00,BZN|DK2,Without sequence,-4.42,,
06/04/2025 13:00:00 - 06/04/2025 14:00:00,BZN|DK2,Without sequence,-7.62,,
06/04/2025 14:00:00 - 06/04/2025 15:00:00,BZN|DK2,Without sequence,-11.38,,
06/04/2025 15:00:00 - 06/04/2025 16:00:00,BZN|DK2,Without sequence,-6.33,,
06/04/2025 16:00:00 - 06/04/2025 17:00:00,BZN|DK2,Without sequence,2.49,,
06/04/2025 17:00:00 - 06/04/2025 18:00:00,BZN|DK2,Without sequence,14.48,,
06/04/2025 18:00:00 - 06/04/2025 19:00:00,BZN|DK2,Without sequence,70.5,,
06/04/2025 19:00:00 - 06/04/2025 20:00:00,BZN|DK2,Without sequence,126.02,,
06/04/2025 20:00:00 - 06/04/2025 21:00:00,BZN|DK2,Without sequence,128.11,,
06/04/2025 21:00:00 - 06/04/2025 22:00:00,BZN|DK2,Without sequence,119.68,,
06/04/2025 22:00:00 - 06/04/2025 23:00:00,BZN|DK2,Without sequence,108.2,,
06/04/2025 23:00:00 - 07/04/2025 00:00:00,BZN|DK2,Without sequence,97.38,,
07/04/2025 00:00:00 - 07/04/2025 01:00:00,BZN|DK2,Without sequence,83.64,,
07/04/2025 01:00:00 - 07/04/2025 02:00:00,BZN|DK2,Without sequence,81.66,,
07/04/2025 02:00:00 - 07/04/2025 03:00:00,BZN|DK2,Without sequence,78.7,,
07/04/2025 03:00:00 - 07/04/2025 04:00:00,BZN|DK2,Without sequence,79.97,,
07/04/2025 04:00:00 - 07/04/2025 05:00:00,BZN|DK2,Without sequence,82.8,,
07/04/2025 05:00:00 - 07/04/2025 06:00:00,BZN|DK2,Without sequence,93.24,,
07/04/2025 06:00:00 - 07/04/2025 07:00:00,BZN|DK2,Without sequence,124.25,,
07/04/2025 07:00:00 - 07/04/2025 08:00:00,BZN|DK2,Without sequence,182.83,,
07/04/2025 08:00:00 - 07/04/2025 09:00:00,BZN|DK2,Without sequence,144.61,,
07/04/2025 09:00:00 - 07/04/2025 10:00:00,BZN|DK2,Without sequence,107.06,,
07/04/2025 10:00:00 - 07/04/2025 11:00:00,BZN|DK2,Without sequence,60.87,,
07/04/2025 11:00:00 - 07/04/2025 12:00:00,BZN|DK2,Without sequence,50.74,,
07/04/2025 12:00:00 - 07/04/2025 13:00:00,BZN|DK2,Without sequence,40.06,,
07/04/2025 13:00:00 - 07/04/2025 14:00:00,BZN|DK2,Without sequence,17.09,,
07/04/2025 14:00:00 - 07/04/2025 15:00:00,BZN|DK2,Without sequence,36.81,,
07/04/2025 15:00:00 - 07/04/2025 16:00:00,BZN|DK2,Without sequence,49.27,,
07/04/2025 16:00:00 - 07/04/2025 17:00:00,BZN|DK2,Without sequence,52.97,,
07/04/2025 17:00:00 - 07/04/2025 18:00:00,BZN|DK2,Without sequence,100.08,,
07/04/2025 18:00:00 - 07/04/2025 19:00:00,BZN|DK2,Without sequence,127.6,,
07/04/2025 19:00:00 - 07/04/2025 20:00:00,BZN|DK2,Without sequence,168.45,,
07/04/2025 20:00:00 - 07/04/2025 21:00:00,BZN|DK2,Without sequence,165.05,,
07/04/2025 21:00:00 - 07/04/2025 22:00:00,BZN|DK2,Without sequence,138.2,,
07/04/2025 22:00:00 - 07/04/2025 23:00:00,BZN|DK2,Without sequence,121.02,,
07/04/2025 23:00:00 - 08/04/2025 00:00:00,BZN|DK2,Without sequence,105.21,,
08/04/2025 00:00:00 - 08/04/2025 01:00:00,BZN|DK2,Without sequence,94.96,,
08/04/2025 01:00:00 - 08/04/2025 02:00:00,BZN|DK2,Without sequence,87.84,,
08/04/2025 02:00:00 - 08/04/2025 03:00:00,BZN|DK2,Without sequence,89.08,,
08/04/2025 03:00:00 - 08/04/2025 04:00:00,BZN|DK2,Without sequence,89.91,,
08/04/2025 04:00:00 - 08/04/2025 05:00:00,BZN|DK2,Without sequence,91.64,,
08/04/2025 05:00:00 - 08/04/2025 06:00:00,BZN|DK2,Without sequence,105.74,,
08/04/2025 06:00:00 - 08/04/2025 07:00:00,BZN|DK2,Without sequence,142.98,,
08/04/2025 07:00:00 - 08/04/2025 08:00:00,BZN|DK2,Without sequence,180.63,,
08/04/2025 08:00:00 - 08/04/2025 09:00:00,BZN|DK2,Without sequence,136.82,,
08/04/2025 09:00:00 - 08/04/2025 10:00:00,BZN|DK2,Without sequence,91.31,,
08/04/2025 10:00:00 - 08/04/2025 11:00:00,BZN|DK2,Without sequence,76.45,,
08/04/2025 11:00:00 - 08/04/2025 12:00:00,BZN|DK2,Without sequence,48.15,,
08/04/2025 12:00:00 - 08/04/2025 13:00:00,BZN|DK2,Without sequence,32.46,,
08/04/2025 13:00:00 - 08/04/2025 14:00:00,BZN|DK2,Without sequence,16.83,,
08/04/2025 14:00:00 - 08/04/2025 15:00:00,BZN|DK2,Without sequence,31.88,,
08/04/2025 15:00:00 - 08/04/2025 16:00:00,BZN|DK2,Without sequence,54.1,,
08/04/2025 16:00:00 - 08/04/2025 17:00:00,BZN|DK2,Without sequence,73.29,,
08/04/2025 17:00:00 - 08/04/2025 18:00:00,BZN|DK2,Without sequence,90.35,,
08/04/2025 18:00:00 - 08/04/2025 19:00:00,BZN|DK2,Without sequence,118.27,,
08/04/2025 19:00:00 - 08/04/2025 20:00:00,BZN|DK2,Without sequence,180.41,,
08/04/2025 20:00:00 - 08/04/2025 21:00:00,BZN|DK2,Without sequence,171.31,,
08/04/2025 21:00:00 - 08/04/2025 22:00:00,BZN|DK2,Without sequence,140.01,,
08/04/2025 22:00:00 - 08/04/2025 23:00:00,BZN|DK2,Without sequence,120.48,,
08/04/2025 23:00:00 - 09/04/2025 00:00:00,BZN|DK2,Without sequence,105.11,,
09/04/2025 00:00:00 - 09/04/2025 01:00:00,BZN|DK2,Without sequence,104.99,,
09/04/2025 01:00:00 - 09/04/2025 02:00:00,BZN|DK2,Without sequence,95.99,,
09/04/2025 02:00:00 - 09/04/2025 03:00:00,BZN|DK2,Without sequence,94.65,,
09/04/2025 03:00:00 - 09/04/2025 04:00:00,BZN|DK2,Without sequence,94.41,,
09/04/2025 04:00:00 - 09/04/2025 05:00:00,BZN|DK2,Without sequence,95.8,,
09/04/2025 05:00:00 - 09/04/2025 06:00:00,BZN|DK2,Without sequence,109.41,,
09/04/2025 06:00:00 - 09/04/2025 07:00:00,BZN|DK2,Without sequence,152.69,,
09/04/2025 07:00:00 - 09/04/2025 08:00:00,BZN|DK2,Without sequence,175.56,,
09/04/2025 08:00:00 - 09/04/2025 09:00:00,BZN|DK2,Without sequence,131.57,,
09/04/2025 09:00:00 - 09/04/2025 10:00:00,BZN|DK2,Without sequence,99.51,,
09/04/2025 10:00:00 - 09/04/2025 11:00:00,BZN|DK2,Without sequence,82.67,,
09/04/2025 11:00:00 - 09/04/2025 12:00:00,BZN|DK2,Without sequence,58.92,,
09/04/2025 12:00:00 - 09/04/2025 13:00:00,BZN|DK2,Without sequence,14.32,,
09/04/2025 13:00:00 - 09/04/2025 14:00:00,BZN|DK2,Without sequence,6.72,,
09/04/2025 14:00:00 - 09/04/2025 15:00:00,BZN|DK2,Without sequence,13.26,,
09/04/2025 15:00:00 - 09/04/2025 16:00:00,BZN|DK2,Without sequence,34.82,,
09/04/2025 16:00:00 - 09/04/2025 17:00:00,BZN|DK2,Without sequence,62.94,,
09/04/2025 17:00:00 - 09/04/2025 18:00:00,BZN|DK2,Without sequence,83.46,,
09/04/2025 18:00:00 - 09/04/2025 19:00:00,BZN|DK2,Without sequence,99.51,,
09/04/2025 19:00:00 - 09/04/2025 20:00:00,BZN|DK2,Without sequence,125.9,,
09/04/2025 20:00:00 - 09/04/2025 21:00:00,BZN|DK2,Without sequence,138.73,,
09/04/2025 21:00:00 - 09/04/2025 22:00:00,BZN|DK2,Without sequence,111.23,,
09/04/2025 22:00:00 - 09/04/2025 23:00:00,BZN|DK2,Without sequence,101.93,,
09/04/2025 23:00:00 - 10/04/2025 00:00:00,BZN|DK2,Without sequence,98.51,,
10/04/2025 00:00:00 - 10/04/2025 01:00:00,BZN|DK2,Without sequence,92.89,,
10/04/2025 01:00:00 - 10/04/2025 02:00:00,BZN|DK2,Without sequence,89.52,,
10/04/2025 02:00:00 - 10/04/2025 03:00:00,BZN|DK2,Without sequence,88.86,,
10/04/2025 03:00:00 - 10/04/2025 04:00:00,BZN|DK2,Without sequence,87.89,,
10/04/2025 04:00:00 - 10/04/2025 05:00:00,BZN|DK2,Without sequence,90,,
10/04/2025 05:00:00 - 10/04/2025 06:00:00,BZN|DK2,Without sequence,97.54,,
10/04/2025 06:00:00 - 10/04/2025 07:00:00,BZN|DK2,Without sequence,129.17,,
10/04/2025 07:00:00 - 10/04/2025 08:00:00,BZN|DK2,Without sequence,173.87,,
10/04/2025 08:00:00 - 10/04/2025 09:00:00,BZN|DK2,Without sequence,135.89,,
10/04/2025 09:00:00 - 10/04/2025 10:00:00,BZN|DK2,Without sequence,101.98,,
10/04/2025 10:00:00 - 10/04/2025 11:00:00,BZN|DK2,Without sequence,85.71,,
10/04/2025 11:00:00 - 10/04/2025 12:00:00,BZN|DK2,Without sequence,66.31,,
10/04/2025 12:00:00 - 10/04/2025 13:00:00,BZN|DK2,Without sequence,32.59,,
10/04/2025 13:00:00 - 10/04/2025 14:00:00,BZN|DK2,Without sequence,5.65,,
10/04/2025 14:00:00 - 10/04/2025 15:00:00,BZN|DK2,Without sequence,1.59,,
10/04/2025 15:00:00 - 10/04/2025 16:00:00,BZN|DK2,Without sequence,8.48,,
10/04/2025 16:00:00 - 10/04/2025 17:00:00,BZN|DK2,Without sequence,40.57,,
10/04/2025 17:00:00 - 10/04/2025 18:00:00,BZN|DK2,Without sequence,31.54,,
10/04/2025 18:00:00 - 10/04/2025 19:00:00,BZN|DK2,Without sequence,31.57,,
10/04/2025 19:00:00 - 10/04/2025 20:00:00,BZN|DK2,Without sequence,30.73,,
10/04/2025 20:00:00 - 10/04/2025 21:00:00,BZN|DK2,Without sequence,28.56,,
10/04/2025 21:00:00 - 10/04/2025 22:00:00,BZN|DK2,Without sequence,27.47,,
10/04/2025 22:00:00 - 10/04/2025 23:00:00,BZN|DK2,Without sequence,25.38,,
10/04/2025 23:00:00 - 11/04/2025 00:00:00,BZN|DK2,Without sequence,18.7,,
11/04/2025 00:00:00 - 11/04/2025 01:00:00,BZN|DK2,Without sequence,14.95,,
11/04/2025 01:00:00 - 11/04/2025 02:00:00,BZN|DK2,Without sequence,12.03,,
11/04/2025 02:00:00 - 11/04/2025 03:00:00,BZN|DK2,Without sequence,12.04,,
11/04/2025 03:00:00 - 11/04/2025 04:00:00,BZN|DK2,Without sequence,9.06,,
11/04/2025 04:00:00 - 11/04/2025 05:00:00,BZN|DK2,Without sequence,8.94,,
11/04/2025 05:00:00 - 11/04/2025 06:00:00,BZN|DK2,Without sequence,19.21,,
11/04/2025 06:00:00 - 11/04/2025 07:00:00,BZN|DK2,Without sequence,32.23,,
11/04/2025 07:00:00 - 11/04/2025 08:00:00,BZN|DK2,Without sequence,46.17,,
11/04/2025 08:00:00 - 11/04/2025 09:00:00,BZN|DK2,Without sequence,49.43,,
11/04/2025 09:00:00 - 11/04/2025 10:00:00,BZN|DK2,Without sequence,42.38,,
11/04/2025 10:00:00 - 11/04/2025 11:00:00,BZN|DK2,Without sequence,31.18,,
11/04/2025 11:00:00 - 11/04/2025 12:00:00,BZN|DK2,Without sequence,14,,
11/04/2025 12:00:00 - 11/04/2025 13:00:00,BZN|DK2,Without sequence,7.14,,
11/04/2025 13:00:00 - 11/04/2025 14:00:00,BZN|DK2,Without sequence,3.97,,
11/04/2025 14:00:00 - 11/04/2025 15:00:00,BZN|DK2,Without sequence,6.13,,
11/04/2025 15:00:00 - 11/04/2025 16:00:00,BZN|DK2,Without sequence,12.22,,
11/04/2025 16:00:00 - 11/04/2025 17:00:00,BZN|DK2,Without sequence,29.8,,
11/04/2025 17:00:00 - 11/04/2025 18:00:00,BZN|DK2,Without sequence,45.79,,
11/04/2025 18:00:00 - 11/04/2025 19:00:00,BZN|DK2,Without sequence,96.71,,
11/04/2025 19:00:00 - 11/04/2025 20:00:00,BZN|DK2,Without sequence,119.88,,
11/04/2025 20:00:00 - 11/04/2025 21:00:00,BZN|DK2,Without sequence,130.5,,
11/04/2025 21:00:00 - 11/04/2025 22:00:00,BZN|DK2,Without sequence,125,,
11/04/2025 22:00:00 - 11/04/2025 23:00:00,BZN|DK2,Without sequence,106.73,,
11/04/2025 23:00:00 - 12/04/2025 00:00:00,BZN|DK2,Without sequence,95.84,,
12/04/2025 00:00:00 - 12/04/2025 01:00:00,BZN|DK2,Without sequence,101.08,,
12/04/2025 01:00:00 - 12/04/2025 02:00:00,BZN|DK2,Without sequence,98.41,,
12/04/2025 02:00:00 - 12/04/2025 03:00:00,BZN|DK2,Without sequence,95.36,,
12/04/2025 03:00:00 - 12/04/2025 04:00:00,BZN|DK2,Without sequence,89.07,,
12/04/2025 04:00:00 - 12/04/2025 05:00:00,BZN|DK2,Without sequence,89.12,,
12/04/2025 05:00:00 - 12/04/2025 06:00:00,BZN|DK2,Without sequence,89.1,,
12/04/2025 06:00:00 - 12/04/2025 07:00:00,BZN|DK2,Without sequence,93.49,,
12/04/2025 07:00:00 - 12/04/2025 08:00:00,BZN|DK2,Without sequence,99.71,,
12/04/2025 08:00:00 - 12/04/2025 09:00:00,BZN|DK2,Without sequence,90.47,,
12/04/2025 09:00:00 - 12/04/2025 10:00:00,BZN|DK2,Without sequence,67.26,,
12/04/2025 10:00:00 - 12/04/2025 11:00:00,BZN|DK2,Without sequence,3.91,,
12/04/2025 11:00:00 - 12/04/2025 12:00:00,BZN|DK2,Without sequence,-1.65,,
12/04/2025 12:00:00 - 12/04/2025 13:00:00,BZN|DK2,Without sequence,-6.74,,
12/04/2025 13:00:00 - 12/04/2025 14:00:00,BZN|DK2,Without sequence,-15.89,,
12/04/2025 14:00:00 - 12/04/2025 15:00:00,BZN|DK2,Without sequence,-19.62,,
12/04/2025 15:00:00 - 12/04/2025 16:00:00,BZN|DK2,Without sequence,-9.78,,
12/04/2025 16:00:00 - 12/04/2025 17:00:00,BZN|DK2,Without sequence,-0.47,,
12/04/2025 17:00:00 - 12/04/2025 18:00:00,BZN|DK2,Without sequence,50.96,,
12/04/2025 18:00:00 - 12/04/2025 19:00:00,BZN|DK2,Without sequence,111.31,,
12/04/2025 19:00:00 - 12/04/2025 20:00:00,BZN|DK2,Without sequence,150.07,,
12/04/2025 20:00:00 - 12/04/2025 21:00:00,BZN|DK2,Without sequence,120.89,,
12/04/2025 21:00:00 - 12/04/2025 22:00:00,BZN|DK2,Without sequence,91.01,,
12/04/2025 22:00:00 - 12/04/2025 23:00:00,BZN|DK2,Without sequence,86.27,,
12/04/2025 23:00:00 - 13/04/2025 00:00:00,BZN|DK2,Without sequence,64.27,,
13/04/2025 00:00:00 - 13/04/2025 01:00:00,BZN|DK2,Without sequence,63.99,,
13/04/2025 01:00:00 - 13/04/2025 02:00:00,BZN|DK2,Without sequence,56,,
13/04/2025 02:00:00 - 13/04/2025 03:00:00,BZN|DK2,Without sequence,42.37,,
13/04/2025 03:00:00 - 13/04/2025 04:00:00,BZN|DK2,Without sequence,29.5,,
13/04/2025 04:00:00 - 13/04/2025 05:00:00,BZN|DK2,Without sequence,32.06,,
13/04/2025 05:00:00 - 13/04/2025 06:00:00,BZN|DK2,Without sequence,34.48,,
13/04/2025 06:00:00 - 13/04/2025 07:00:00,BZN|DK2,Without sequence,29.42,,
13/04/2025 07:00:00 - 13/04/2025 08:00:00,BZN|DK2,Without sequence,27.08,,
13/04/2025 08:00:00 - 13/04/2025 09:00:00,BZN|DK2,Without sequence,12.7,,
13/04/2025 09:00:00 - 13/04/2025 10:00:00,BZN|DK2,Without sequence,5.66,,
13/04/2025 10:00:00 - 13/04/2025 11:00:00,BZN|DK2,Without sequence,2.68,,
13/04/2025 11:00:00 - 13/04/2025 12:00:00,BZN|DK2,Without sequence,0.07,,
13/04/2025 12:00:00 - 13/04/2025 13:00:00,BZN|DK2,Without sequence,-1.91,,
13/04/2025 13:00:00 - 13/04/2025 14:00:00,BZN|DK2,Without sequence,-3.26,,
13/04/2025 14:00:00 - 13/04/2025 15:00:00,BZN|DK2,Without sequence,-2.92,,
13/04/2025 15:00:00 - 13/04/2025 16:00:00,BZN|DK2,Without sequence,-1.04,,
13/04/2025 16:00:00 - 13/04/2025 17:00:00,BZN|DK2,Without sequence,1.82,,
13/04/2025 17:00:00 - 13/04/2025 18:00:00,BZN|DK2,Without sequence,15.35,,
13/04/2025 18:00:00 - 13/04/2025 19:00:00,BZN|DK2,Without sequence,89.73,,
13/04/2025 19:00:00 - 13/04/2025 20:00:00,BZN|DK2,Without sequence,109.57,,
13/04/2025 20:00:00 - 13/04/2025 21:00:00,BZN|DK2,Without sequence,112.74,,
13/04/2025 21:00:00 - 13/04/2025 22:00:00,BZN|DK2,Without sequence,106.96,,
13/04/2025 22:00:00 - 13/04/2025 23:00:00,BZN|DK2,Without sequence,97.65,,
13/04/2025 23:00:00 - 14/04/2025 00:00:00,BZN|DK2,Without sequence,90,,
14/04/2025 00:00:00 - 14/04/2025 01:00:00,BZN|DK2,Without sequence,81.61,,
14/04/2025 01:00:00 - 14/04/2025 02:00:00,BZN|DK2,Without sequence,77.99,,
14/04/2025 02:00:00 - 14/04/2025 03:00:00,BZN|DK2,Without sequence,77.51,,
14/04/2025 03:00:00 - 14/04/2025 04:00:00,BZN|DK2,Without sequence,82.29,,
14/04/2025 04:00:00 - 14/04/2025 05:00:00,BZN|DK2,Without sequence,84.52,,
14/04/2025 05:00:00 - 14/04/2025 06:00:00,BZN|DK2,Without sequence,97.1,,
14/04/2025 06:00:00 - 14/04/2025 07:00:00,BZN|DK2,Without sequence,124.34,,
14/04/2025 07:00:00 - 14/04/2025 08:00:00,BZN|DK2,Without sequence,152.04,,
14/04/2025 08:00:00 - 14/04/2025 09:00:00,BZN|DK2,Without sequence,143.72,,
14/04/2025 09:00:00 - 14/04/2025 10:00:00,BZN|DK2,Without sequence,104.7,,
14/04/2025 10:00:00 - 14/04/2025 11:00:00,BZN|DK2,Without sequence,91.02,,
14/04/2025 11:00:00 - 14/04/2025 12:00:00,BZN|DK2,Without sequence,77.07,,
14/04/2025 12:00:00 - 14/04/2025 13:00:00,BZN|DK2,Without sequence,62.35,,
14/04/2025 13:00:00 - 14/04/2025 14:00:00,BZN|DK2,Without sequence,61.64,,
14/04/2025 14:00:00 - 14/04/2025 15:00:00,BZN|DK2,Without sequence,64.36,,
14/04/2025 15:00:00 - 14/04/2025 16:00:00,BZN|DK2,Without sequence,75.29,,
14/04/2025 16:00:00 - 14/04/2025 17:00:00,BZN|DK2,Without sequence,84.61,,
14/04/2025 17:00:00 - 14/04/2025 18:00:00,BZN|DK2,Without sequence,97.02,,
14/04/2025 18:00:00 - 14/04/2025 19:00:00,BZN|DK2,Without sequence,119.37,,
14/04/2025 19:00:00 - 14/04/2025 20:00:00,BZN|DK2,Without sequence,180.04,,
14/04/2025 20:00:00 - 14/04/2025 21:00:00,BZN|DK2,Without sequence,140.8,,
14/04/2025 21:00:00 - 14/04/2025 22:00:00,BZN|DK2,Without sequence,102.95,,
14/04/2025 22:00:00 - 14/04/2025 23:00:00,BZN|DK2,Without sequence,82.65,,
14/04/2025 23:00:00 - 15/04/2025 00:00:00,BZN|DK2,Without sequence,76.01,,
15/04/2025 00:00:00 - 15/04/2025 01:00:00,BZN|DK2,Without sequence,73,,
15/04/2025 01:00:00 - 15/04/2025 02:00:00,BZN|DK2,Without sequence,73.2,,
15/04/2025 02:00:00 - 15/04/2025 03:00:00,BZN|DK2,Without sequence,67.4,,
15/04/2025 03:00:00 - 15/04/2025 04:00:00,BZN|DK2,Without sequence,62.91,,
15/04/2025 04:00:00 - 15/04/2025 05:00:00,BZN|DK2,Without sequence,53.95,,
15/04/2025 05:00:00 - 15/04/2025 06:00:00,BZN|DK2,Without sequence,53.98,,
15/04/2025 06:00:00 - 15/04/2025 07:00:00,BZN|DK2,Without sequence,76.44,,
15/04/2025 07:00:00 - 15/04/2025 08:00:00,BZN|DK2,Without sequence,90.56,,
15/04/2025 08:00:00 - 15/04/2025 09:00:00,BZN|DK2,Without sequence,78.66,,
15/04/2025 09:00:00 - 15/04/2025 10:00:00,BZN|DK2,Without sequence,45.16,,
15/04/2025 10:00:00 - 15/04/2025 11:00:00,BZN|DK2,Without sequence,31.57,,
15/04/2025 11:00:00 - 15/04/2025 12:00:00,BZN|DK2,Without sequence,4.53,,
15/04/2025 12:00:00 - 15/04/2025 13:00:00,BZN|DK2,Without sequence,1.59,,
15/04/2025 13:00:00 - 15/04/2025 14:00:00,BZN|DK2,Without sequence,2.11,,
15/04/2025 14:00:00 - 15/04/2025 15:00:00,BZN|DK2,Without sequence,3.97,,
15/04/2025 15:00:00 - 15/04/2025 16:00:00,BZN|DK2,Without sequence,7.22,,
15/04/2025 16:00:00 - 15/04/2025 17:00:00,BZN|DK2,Without sequence,9.58,,
15/04/2025 17:00:00 - 15/04/2025 18:00:00,BZN|DK2,Without sequence,23.55,,
15/04/2025 18:00:00 - 15/04/2025 19:00:00,BZN|DK2,Without sequence,29.09,,
15/04/2025 19:00:00 - 15/04/2025 20:00:00,BZN|DK2,Without sequence,35.7,,
15/04/2025 20:00:00 - 15/04/2025 21:00:00,BZN|DK2,Without sequence,43.62,,
15/04/2025 21:00:00 - 15/04/2025 22:00:00,BZN|DK2,Without sequence,29.9,,
15/04/2025 22:00:00 - 15/04/2025 23:00:00,BZN|DK2,Without sequence,43.16,,
15/04/2025 23:00:00 - 16/04/2025 00:00:00,BZN|DK2,Without sequence,47.98,,
